	Unnamed: 0	id	qid1	qid2	question1	question2	is_duplicate	prediction_match
8279	373525	373525	504341	504342	How can I scroll down to view a whole web page using wayback machine?	How can I view a whole web page using wayback machine?	1	3
8283	373817	373817	504675	504676	How can a single phase motor be reversed?	What types of switches can be used in a single phase induction motor?	0	3
8285	373858	373858	48709	4911	What is the difference between distilled water and purified water?	How are distilled water and purified water the same?	1	3
8287	374003	374003	28681	101771	What is borderline personality disorder?	How can I come over borderline personality disorder?	1	3
8288	374015	374015	4911	105606	How are distilled water and purified water the same?	Is distilled water the same as purified water?	1	3
8295	374176	374176	286460	505049	From how high could a cat fall onto hard ground and not be injured?	How hard can a house cat really scratch and bite?	0	3
8300	374565	374565	2656	3062	Is a third world war coming?	How close is a World War III?	1	1
8304	374749	374749	505679	505680	How can hemangioma formation of the skin and subcutaneous tissue be prevented?	How can hemangioma formation of the skin and subcutaneous tissue be treated?	0	3
8310	375053	375053	27406	18858	Which foods help gain weight?	What is the best diet to gain weight?	1	3
8316	375302	375302	506306	506307	What is it like to work with Big Data?	What is it like working in big data?	1	1
8336	376047	376047	507159	483712	What is localized surface plasmon resonance?	What is surface plasmon resonance?	0	3
8339	376112	376112	448947	187115	How can I make lean muscle body?	How can I get stiff and lean body?	1	3
8343	376412	376412	507549	507550	Why can canker sores make your teeth hurt?	Can canker sores cause tooth pain? If so, why?	0	3
8368	377258	377258	508528	1659	Can insomnia be caused by an auto immune disease?	Can an auto immune disease cause insomnia?	1	3
8374	377369	377369	508656	375437	Can you get diabetes from eating too much salt?	Can you get diabetic from eating too much sugar?	0	3
8375	377401	377401	508693	67258	Is there a permanent remedial for chronic asthma?	Where can I find a permanent treatment for asthma?	1	3
8379	377703	377703	52951	394985	Which is a suitable inpatient drug and alcohol rehab center near Jackson County AR?	Which is a suitable inpatient drug and alcohol rehab center near Boone County AR?	0	2
8385	378015	378015	5895	62004	Can u get pregnant the day after your period ends?	Can I fall pregnant after 3days of my period?	1	3
8390	378147	378147	160208	229566	Does first time sex pains a lot for a girl?	How can you reduce first time sex pain?	1	1
8404	379003	379003	510496	454478	What is a suitable inpatient drug and alcohol rehab center near Carroll County KY?	Which is a good inpatient drug and alcohol rehab center near Monroe County KY?	0	2
8415	379508	379508	100558	511035	Can lead oxide be reduced by hydrogen?	Can proteins and DNA also be damaged by reductive stress, in addition to oxidative stress?	0	2
8433	380144	380144	52951	511743	Which is a suitable inpatient drug and alcohol rehab center near Jackson County AR?	Which is a suitable inpatient drug and alcohol rehab center near Jefferson County AR?	0	2
8448	380764	380764	512415	24190	How does UV light dry gel nails?	What can you do to get gel nail polish dry without an UV light?	0	3
8449	380792	380792	58499	512445	Taxes in India: Can I download a soft copy of my PAN card?	How can I get new duplicate copy of my pan card?	0	1
8453	381109	381109	344971	512791	Which blood group is a universal donor?	Which blood group is the universal donor?	1	2
8458	381353	381353	513071	513072	How can one live with chronic fatigue syndrome?	Is chronic fatigue syndrome really an illness?	0	3
8461	381398	381398	513128	513129	Procedure for website scratch?	India pal war?	0	1
8464	381433	381433	127805	513165	Does drinking beer daily help in gaining weight?	Does beer help in weight gain?	1	3
8465	381461	381461	205667	75703	What exactly is high blood pressure and low blood pressure?	What causes high blood pressure (hypertension)?	0	2
8483	382438	382438	419757	514288	What can integration be used for in real life?	Where do we have to use integration in real life?	1	1
8489	382654	382654	514531	514532	What is the difference between embedded and reactive real time systems?	Is there any embedded system that is not a real time system?	0	1
8493	382780	382780	514672	514673	What are some health risks of eating raw meat?	What are the health issues related to eating raw meat? Are some meats safe to eat raw?	1	3
8507	383397	383397	232201	5894	Can you still get pregnant one day before menstruation?	Can you get pregnant one day before ovulation?	1	3
8514	383611	383611	241850	515565	What is a suitable inpatient drug and alcohol rehab center near Scott County AR?	What is a suitable inpatient drug and alcohol rehab center near Faulkner County AR?	0	2
8523	384454	384454	516487	516488	Is dark energy a force?	Does dark energy have a force?	0	2
8552	385347	385347	517486	258968	How much does a normal school binder with no paper weigh?	How much does a standard curling bar weigh?	0	3
8556	385492	385492	70435	60356	How do I access the deep dark web?	What is deep web and dark web? And how to access it?	1	3
8566	385899	385899	75151	131514	Which is a suitable inpatient drug and alcohol rehab center near Cass County IA?	Which is a suitable inpatient drug and alcohol rehab center near Henry County IA?	0	2
8574	386346	386346	186937	518540	When an object moves with constant velocity the resultant force acting on the body is zero. Why does the object move if all the forces acting on it equal zero?	Three forces act on object B. forces: 1=2=3=70N, what is the resultant force? The angle is 30 degrees	0	3
8576	386352	386352	448525	186013	How many degrees does the hour hand of a clock move in one second?	How many degrees does the hour hand on a clock move in one day?	0	1
8579	386433	386433	518638	21801	What is the steering wheel on a boat called?	What is the steering wheel on a ship called?	0	1
8599	387538	387538	19121	23587	Where can I get best legal support for property transaction in Sydney?	Where can I get best services in property transactions across the Sydney?	1	2
8600	387553	387553	198872	519871	Which is a suitable inpatient drug and alcohol rehab center near Scott County IA?	Which is a suitable inpatient drug and alcohol rehab center near Clarke County IA?	0	2
8602	387630	387630	15927	308138	How can you determine the molecular formula of hydrogen?	How can you determine the molecular formula of hexane?	0	3
8609	387961	387961	226477	112665	Where can I get moving services in Central Coast?	Where can I get most reliable moving services in Central Coast?	1	2
8611	388038	388038	520389	520390	How can eating meat end my life?	How can eating meat end your life?	1	1
8612	388045	388045	30859	7252	Can i get pregnant the day after my period ends?	Can you get pregnant 8 days before your period?	1	3
8614	388116	388116	290141	498785	How long can I live without food?	How long can one survive working only without food?	1	3
8627	388875	388875	14459	91889	Which is a suitable inpatient drug and alcohol rehab center near Sumter County GA?	Which is a suitable inpatient drug and alcohol rehab center near Banks County GA?	0	2
8629	388884	388884	164708	364914	Can black hole be destroyed?	Can black hole ever be destroyed?	1	3
8637	389385	389385	358558	18131	Can you substitute peanut oil for vegetable oil? If so, how?	Can corn oil substitute vegetable oil? Why or why not?	0	3
8638	389651	389651	522146	522147	Can I fly my drone in India?	Can I own and fly a drone in india?	1	1
8640	389760	389760	249012	332633	Can men use honey and lemon to remove a regular tan?	Can men use honey as a face mask?	0	3
8644	389979	389979	47059	182997	How can you determine the Lewis structure for sodium carbonate?	How can you determine the Lewis structure for phosphorus?	0	3
8650	390339	390339	25072	17874	Which is a suitable inpatient drug and alcohol rehab center near Upson County GA?	Which is a suitable inpatient drug and alcohol rehab center near White County GA?	0	2
8653	390467	390467	36032	375091	Where do I start to learn about the Middle East conflict?	Can you explain the situation in the Middle East like I'm ten years old?	0	1
8662	391218	391218	175706	523789	How is the chemical formula for silver hydroxide determined?	How can you determine the chemical formula for silver thiosulfate?	0	3
8672	391987	391987	524628	345254	How long can your body survive without food?	How long can a cat survive without food?	0	3
8678	392686	392686	525397	525398	Is the fear of death irrational?	Can fear of death be considered as irrational?	1	3
8687	393173	393173	394984	222613	Which is a suitable inpatient drug and alcohol rehab center near Cross County AR?	Which is a suitable inpatient drug and alcohol rehab center near Garland County AR?	0	2
8695	393391	393391	526178	306053	Can you use an American Express gift card online?	How do you use an American Express gift card?	0	3
8699	393493	393493	29374	18858	What is the proper diet to gain weight?	What is the best diet to gain weight?	1	3
8703	393649	393649	66505	160208	Is first sex painful?	Does first time sex pains a lot for a girl?	1	1
8715	394474	394474	527361	527362	Where do I get sleeping pills?	Where can we get sleeping pills?	1	2
8720	394800	394800	476257	342654	Which is a suitable inpatient drug and alcohol rehab center near Wayne County IL?	Which is a suitable inpatient drug and alcohol rehab center near Warren County IL?	0	2
8721	394850	394850	527778	320007	How do I get rid of a wasp nest in a tree?	What's the best way to get rid of a wasp nest?	0	1
8729	395043	395043	81461	171027	Can a woman get pregnant from anal sex?	Can you get pregnant from anal?	1	3
