	id	qid1	qid2	question1	question2	is_duplicate
292269	292269	413833	6130	"Why is plaster of Paris called ""plaster of Paris"" and not by any other name like cement concrete?"	Why is plaster of Paris called plaster of Paris?	1
292298	292298	413873	413874	How did petroleum form?	How petroleum is formed?	1
292317	292317	413895	155311	Should men get Brazilian wax?	Can men get a Brazilian wax?	0
292409	292409	414001	414002	How much change will Big Data make in the IT industry?	How much change will Big data make in IT industry?	1
292414	292414	252695	255751	What is a good inpatient drug and alcohol rehab center in Gulf County FL?	What is a good inpatient drug and alcohol rehab center in Lee County FL?	0
292488	292488	258460	14354	How can the Lewis Dot Structure of magnesium be determined?	How can you determine the Lewis dot structure for sulfur?	0
292520	292520	40840	414115	How long does THC stay in the body?	How long does Lorazepam stay in your system?	0
292546	292546	374164	414147	How useful is doing the Six Sigma Green Belt certification for a technical analyst or a QA guy?	"How long does it take to learn and complete the certification course ""Six Sigma Green Belt""?"	0
292682	292682	414324	414325	Why is adsorption an exothermic process?	Is the blast of a nuclear bomb exothermic?	0
292693	292693	40767	61329	How can you determine the chemical formula for zinc acetate?	How do you determine the chemical formula for aluminum carbonate?	0
292864	292864	414542	414543	Does masturbation stunt height growth in male teenagers?	Does masturbation stunt height in male teen?	1
292986	292986	62889	52285	Where can I watch Dragon Ball super episodes?	Where can I watch Dragon Ball Super online with English subtitles?	1
293021	293021	239757	414722	How does sulfuric acid react with copper oxide?	How do potassium nitrate and sulfuric acid react together?	0
293110	293110	68572	414827	Why does my mouth smell bad?	Why does saliva often smell bad?	0
293163	293163	414894	414895	How is the prostate affected by estrogen hormone therapy?	Will the prostate still be sensitive for a trans woman on estrogen hormone therapy?	1
293194	293194	414927	414928	How far back in time does blue eyes go?	How far back, does the blue eyes go?	1
293324	293324	415065	415066	Should we smoke marijuana?	Do the Japanese smoke marijuana?	0
293348	293348	415094	415095	Where can I get ketamine for depression?	Where can I get ketamine?	1
293400	293400	415148	415149	Who is the best interior designer in lucknow?	Who are the best interior designer in Ahmedabad?	0
293412	293412	210005	415165	What is the difference between stratified random sampling and cluster sampling?	What are clear examples for stratified random sampling?	0
293475	293475	164833	103903	Can I use evaporated milk instead of regular milk?	Can I substitute evaporated milk for regular milk? If so, how?	1
293561	293561	5894	20431	Can you get pregnant one day before ovulation?	Can I get pregnant a week after my cycle?	1
293591	293591	411866	65724	Can women have an orgasm through anal sex?	Can women reach an orgasm from anal sex?	1
293736	293736	73003	59660	Are ductile metals also malleable?	Are some non metals ductile?	0
293756	293756	415545	415546	How much does ziosk charge per device?	How much should I charge for food photography for a restaurant? Should I charge per hour or per image?	0
293766	293766	415561	415562	Why sodium chloride is insoluble in benzene, but soluble in water?	Why is sodium chloride insoluble in benzene, but soluble in water?	1
293854	293854	415646	415647	How long after infection do symptoms of a cold or flu usually surface?	Why does cold water cause the flu?	0
293874	293874	90527	119104	How long does ingested Marijuana show up on urine drug test?	How many days after consuming marijuana can you pass a urine drug test?	1
293929	293929	85486	415728	How can you determine the chemical formula for ammonium oxalate?	How do you determine the chemical formula for sugar?	0
293945	293945	415743	235461	Who's Santa claus?	Who is Santa Claus?	1
294049	294049	139320	113762	Is the law of attraction real?	How does law of attraction work with fate?	1
294060	294060	20519	415886	Does drinking lemon juice in the morning on an empty stomach help in reducing belly fat?	What are the best way to reduce belly fat and build flat stomach?	0
294062	294062	415888	137968	How do you determine the chemical formula for hydrogen peroxide silver?	How can the chemical formula of silver be determined?	0
294074	294074	29056	2291	How do I reduce the thigh thickness and hip thickness?	How can I lose or reduce thigh and hip fat fast?	1
294083	294083	415908	415909	How long human can live without shelter?	How long can a person live without food and water?	0
294128	294128	332353	245405	How can I get a free domain name?	Can I ever get a free domain name?	1
294165	294165	416012	416013	Is it possible to get high off cough drops?	Can you get high off cough drops?	0
294195	294195	416052	303208	How can you determine the ionization energy of chlorine?	How is the ionization energy of silicon determined?	0
294293	294293	416155	416156	Where can I get india vs spain davis cup 2016 tickets?	How can I get Davis cup tickets for India vs Spain match?	1
294323	294323	416189	416190	What is the flash and fire point of crude oil and lube oil?	What is the flash point of crude oil?	1
294340	294340	75534	39570	What is a Antisocial personality Disorder?	What is antisocial personality disorder?	1
294408	294408	416297	416298	Which language should I learn first? Spanish,French or Italian and Why?	Which language should I learn first between French, Italian and Spanish?	1
294413	294413	416307	416308	How do I Gain Breast Fat Without Gaining Weight?	How can you gain breast weight?	1
294432	294432	416335	59825	What is acoustic rock music?	Is rock music passé?	0
294494	294494	70038	394708	Which is a good inpatient drug and alcohol rehab center in Harris County GA?	Which is a good inpatient drug and alcohol rehab center in Coffee County GA?	0
294497	294497	416420	1305	Where can I get personalized photo booth service in Sydney area?	Where can I get super high quality photos for any photo booth services in Sydney?	0
294508	294508	416436	416437	How is Air Force One monitored in international airspace?	What if Air Force One was intercepted by a Russian fighter jet over international waters?	0
294564	294564	416501	416502	What is radioactive decay?	Where is the atom after radioactive decay?	0
294581	294581	416518	416519	Could helium 3 be used for rocket fuel?	Why was alcohol-water mixture used as rocket fuel?	0
294595	294595	416537	416538	Is sulfur dichloride nonpolar?	Why is hexane nonpolar?	0
294630	294630	416569	110954	What is the difference between classical and quantum mechanics?	What is the difference between classical physics and quantum physics?	0
294634	294634	98112	356699	How does olive oil differ from vegetable oil?	Is olive oil the same as vegetable oil?	0
294657	294657	168523	416599	How can entropy of two reversible process be same, between two temperature limits?	How does the frictional force between two moving surfaces produce internal energy. Why does the reverse process not occur?	0
294667	294667	416613	416614	What does Lana del Rey mean as a name?	Did Lana Del Rey gain weight in 2014? Why?	0
294674	294674	416622	416623	How do you compare Indian classical music with Western?	What are the differences between Western classical music and Indian classical music?	1
294766	294766	330997	416723	How do sodium sulfate and hydrochloric acid react?	How do magnesium chloride and hydrochloric acid react together?	0
294788	294788	78059	352356	What colour tie should I wear with a pink shirt?	What colour tie should I wear with a black shirt?	0
294830	294830	416784	416785	Can India trust in China?	Can India trust China?	1
294839	294839	416797	416798	Do asian girls love white male with beard?	Do Asian women like white guys?	1
